pwsid,name,type,population,owner_type,primary_source,address,lat,lng,total_violations,health_violations,unaddressed_violations,risk_level,marker_color
GA2810013,USFS-BRASSTOWN BALD AREA,TNCWS,150,F,GW,"BLAIRSVILLE, Towns County, GA",32.91255301588338,-83.26608435271355,8,0,0,Low,yellow
GA2810031,USFS-SANDY BOTTOMS,TNCWS,25,F,GW,"LAKEMONT, Towns County, GA",32.41757467071732,-84.47601606743444,92,38,0,High,red
GA2810039,HIAWASSEE MOUNTAIN VILLAGE,TNCWS,86,P,GW,"HIAWASSEE, Towns County, GA",32.129245578748915,-82.81935546745191,51,11,0,High,red
GA2810040,ENCHANTED VALLEY RV RESORT LTD,TNCWS,599,P,GW,"HIAWASSEE, Towns County, GA",32.031177003846764,-83.50090307749241,29,7,0,High,red
GA2810041,BAREFOOT HILLS SUBDIVISION,CWS,62,P,GW,"BLAIRSVILLE, Towns County, GA",33.06642395899981,-84.86436721058621,45,0,6,Medium,orange
GA2810050,HI-RIVER COUNTRY SUBDIVISION,CWS,260,P,SWP,"BLAIRSVILLE, Towns County, GA",32.22741121935755,-83.63631510999821,6,0,0,Low,yellow
GA2830000,SOPERTON,CWS,3115,L,GW,"SOPERTON, Treutlen County, GA",32.17645701948969,-84.00637148933474,15,10,0,High,red
GA2830006,CITY OF SOPERTON INDUSTRIAL PARK,NTNCWS,1323,L,GW,"SOPERTON, Treutlen County, GA",32.238838136813094,-84.84160283673944,17,0,0,Low,yellow
GA2830013,CHRISTIAN FAMILY CENTER,TNCWS,70,P,GW,"SOPERTON, Treutlen County, GA",31.7346483126929,-84.55933124762481,12,0,0,Low,yellow
GA2850000,HOGANSVILLE,CWS,4295,L,SWP,"HOGANSVILLE, Troup County, GA",33.55729450597819,-83.49864092461874,59,20,1,High,red
GA2850001,LAGRANGE,CWS,41852,L,SW,"LA GRANGE, Troup County, GA",33.28587799884071,-82.98092032280779,5,1,0,High,red
GA2850002,WEST POINT,CWS,5800,L,SW,"WEST POINT, Troup County, GA",32.392274789079494,-82.6686304337664,26,2,0,High,red
GA2850062,USCE-HOLIDAY PARK WELL NO.26,TNCWS,274,F,GW,"WEST POINT, Troup County, GA",32.64375141389383,-83.80101986546609,4,0,3,Medium,orange
GA2850063,USCE-HOLIDAY PARK NO. 27,TNCWS,274,F,GW,"WEST POINT, Troup County, GA",32.99964880535575,-82.38632310184262,1,0,0,Low,yellow
GA2850064,USCE-HOLIDAY PARK NO.23,TNCWS,274,F,GW,"WEST POINT, Troup County, GA",31.96646897159402,-84.23265296140691,9,0,3,Medium,orange
GA2850065,USCE-HOLIDAY PARK NO.22,TNCWS,274,F,GW,"WEST POINT, Troup County, GA",33.50641440518147,-84.04893945757374,6,0,0,Low,yellow
GA2850067,USCE-HOLIDAY PARK NO.25,TNCWS,135,F,GW,"WEST POINT, Troup County, GA",32.325367996051185,-82.86739105576473,22,0,0,Low,yellow
GA2850068,USCE-HOLIDAY PARK NO.21,TNCWS,274,F,GW,"WEST POINT, Troup County, GA",32.27729560511562,-83.90901648468214,6,0,0,Low,yellow
GA2850070,USCE-HOLIDAY PARK WELL NO.24,TNCWS,135,F,GW,"WEST POINT, Troup County, GA",33.493023966151625,-83.44444232753132,10,0,0,Low,yellow
GA2850125,USCE-WHITETAIL RIDGE-20,TNCWS,53,F,GW,"WEST POINT, Troup County, GA",32.92950197814361,-82.12529068968018,6,0,0,Low,yellow
GA2850129,PINE MOUNTAIN MHP,CWS,85,P,GW,"BROOKS, Troup County, GA",32.52724881155966,-82.8813007601247,139,3,1,High,red
GA2850131,CHEROKEE CLUB RESORT,CWS,108,P,GW,"PINE MOUNTAIN, Troup County, GA",32.40589999385577,-82.46454458597756,67,4,0,High,red
GA2850132,CHATTAHOOCHEE SCOUT RESV.AU-14,TNCWS,9,P,GW,"COLUMBUS, Troup County, GA",32.4609,-84.9877,33,0,0,Low,yellow
GA2850136,WILD ANIMAL SAFARI,NTNCWS,540,P,GW,"PINE MOUNTAIN, Troup County, GA",33.21631248550437,-84.10891303701136,4,0,0,Low,yellow
GA2850137,HOGANSVILLE- LAKE JIMMY JACKSON REC AREA,TNCWS,120,L,GW,"HOGANSVILLE, Troup County, GA",32.37783772977604,-84.25786355327853,14,0,0,Low,yellow
GA2870000,ASHBURN,CWS,5176,L,GW,"ASHBURN, Turner County, GA",31.906538519611136,-82.98202939929767,240,0,0,Low,yellow
GA2870001,REBECCA,CWS,248,L,GW,"REBECCA, Turner County, GA",33.62145887881277,-84.61348720713634,42,0,0,Low,yellow
GA2870002,SYCAMORE,CWS,729,L,GW,"SYCAMORE, Turner County, GA",32.030066373019345,-82.10067357107039,23,0,0,Low,yellow
GA2870003,JIM-N-I,CWS,204,P,GW,"SYCAMORE, Turner County, GA",33.491797548358775,-83.62452440020984,32,0,0,Low,yellow
GA2870024,WANEE LAKE GOLF & RV PARK,TNCWS,34,P,GW,"ASHBURN, Turner County, GA",33.749,-84.388,26,8,0,High,red
GA2870033,TURNER CO. RECREATION DEPARTMENT,TNCWS,350,L,GW,"ASHBURN, Turner County, GA",32.391565250182175,-82.86127139843381,56,2,0,High,red
GA2890000,DANVILLE,CWS,383,L,GW,"DANVILLE, Twiggs County, GA",32.80213097301955,-83.80980328312948,29,3,0,High,red
GA2890001,JEFFERSONVILLE,CWS,1988,L,GW,"JEFFERSONVILLE, Twiggs County, GA",31.750809197720084,-83.95635466134068,223,0,1,Medium,orange
GA2890007,KAMIN LLC,NTNCWS,150,P,GW,"MACON, Twiggs County, GA",32.8407,-83.6324,6,0,0,Low,yellow
GA2890008,EAST OCMULGEE ACRES S/D,CWS,81,P,GW,"MACON, Twiggs County, GA",32.8407,-83.6324,97,1,3,High,red
GA2890009,"PAVATI WATER COMPANY, LLC",CWS,108,P,GW,"GRAY, Twiggs County, GA",33.01783950155074,-84.00924407145776,73,3,1,High,red
GA2890012,TWIGGS CO.-KAOLIN HEIGHTS S/D,CWS,41,P,GW,"DRY BRANCH, Twiggs County, GA",31.81613680979518,-83.53877389457591,53,10,0,High,red
GA2890023,TWIGGS CO.-BLACKBOTTOM WS,CWS,46,L,GW,"JEFFERSONVILLE, Twiggs County, GA",33.504132961912674,-82.50415934871612,32,3,0,High,red
GA2890026,"50-50 FOODS, INC.",TNCWS,175,P,GW,"DRY BRANCH, Twiggs County, GA",32.8407,-83.6324,46,4,0,High,red
GA2890029,SHORT STOP CAFE-JET FOOD #54,TNCWS,600,P,GW,"SANDERSVILLE, Twiggs County, GA",33.05445999881629,-82.56273534522956,18,0,0,Low,yellow
GA2890030,MARION ESTATES SUBDIVISION,CWS,30,P,GW,"GRAY, Twiggs County, GA",32.22927026820413,-82.50036416155183,3,0,0,Low,yellow
GA2890031,TWIGGS COUNTY HWY 96/I16,CWS,300,L,GW,"JEFFERSONVILLE, Twiggs County, GA",32.62843745261123,-82.83514870524849,3,0,0,Low,yellow
GA2890032,TWIGGS COUNTY- GENERAL TWIGGS DRIVE,CWS,92,L,GW,"DRY BRANCH, Twiggs County, GA",32.334362216398894,-83.5148487927566,4,0,0,Low,yellow
GA2910000,BLAIRSVILLE,CWS,4035,L,SW,"BLAIRSVILLE, Union County, GA",32.079234697031346,-83.51773887438216,20,8,0,High,red
GA2910001,UNION CO BOARD OF EDU/WOODY GAP SCHOOL,NTNCWS,135,L,GW,"SUCHES, Union County, GA",33.44230995772569,-83.51471714898722,29,0,1,Medium,orange
GA2910002,DNR-VOGEL STATE PARK,TNCWS,1096,S,GW,"BLAIRSVILLE, Union County, GA",33.59943955274446,-82.45952825624343,1,0,0,Low,yellow
GA2910003,NOTLA WATER AUTHORITY,CWS,16518,L,SW,"BLAIRSVILLE, Union County, GA",32.987132092384364,-82.3803643409012,108,12,0,High,red
GA2910006,COOSA WATER AUTHORITY,CWS,4407,L,GW,"BLAIRSVILLE, Union County, GA",32.67675610216368,-82.91120714028511,29,6,3,High,red
GA2910009,BSA-WOODRUFF SCOUT RESERVATION,TNCWS,240,P,GW,"BLAIRSVILLE, Union County, GA",33.749,-84.388,10,0,0,Low,yellow
GA2910011,KENNEDY CREEK RESORT,TNCWS,30,P,GW,"SUCHES, Union County, GA",34.0232,-84.3616,45,21,0,High,red
GA2910012,PAPPY`S MARKET PLACE,TNCWS,150,P,GW,"BLAIRSVILLE, Union County, GA",32.604050044845316,-82.39274881667728,133,3,3,High,red
GA2910020,USFS-LAKE WINFIELD SCOTT,TNCWS,75,F,GW,"BLAIRSVILLE, Union County, GA",32.69180736281834,-82.18160510371365,5,0,0,Low,yellow
GA2910029,TRACK ROCK CAMPGROUND,TNCWS,143,P,GW,"BLAIRSVILLE, Union County, GA",33.50097234380692,-83.16754619120357,22,5,0,High,red
GA2910037,USFS-COOPER CREEK CAMPING AREA,TNCWS,55,F,GW,"BLAIRSVILLE, Union County, GA",31.734550095672127,-84.53322591843737,9,4,0,High,red
GA2910043,BLOOD MOUNTAIN CABINS,TNCWS,50,P,GW,"BLAIRSVILLE, Union County, GA",33.64136265384528,-82.99536422551884,16,0,0,Low,yellow
GA2910045,CHOESTOE VALLEY RV PARK,TNCWS,100,P,GW,"BLAIRSVILLE, Union County, GA",32.09689032850769,-84.29358083925916,16,6,0,High,red
GA2910047,"TWO WHEELS OF SUCHES, LLC",TNCWS,75,P,GW,"SUCHES, Union County, GA",33.59075224695518,-82.14644050225706,30,3,0,High,red
GA2910051,WILSON MTN SUBDIVISION,CWS,330,P,GW,"BLAIRSVILLE, Union County, GA",31.653088837466115,-83.90779663158168,54,0,6,Medium,orange
GA2910057,TWIN CREEKS RV PARK HOA,TNCWS,218,P,GW,"BLAIRSVILLE, Union County, GA",32.44631726442023,-83.92503755338201,153,3,0,High,red
GA2910058,THE MOUNTAIN FELLOWSHIP CAMP,NTNCWS,40,P,GW,"SUCHES, Union County, GA",33.43255382456091,-84.31266255132206,41,0,1,Medium,orange
GA2910059,SOUTHER MILL ESTATES,CWS,115,P,GW,"BLAIRSVILLE, Union County, GA",32.842452595351155,-84.92283448479073,41,0,6,Medium,orange
GA2910061,"CHOESTOE FALLS RV PARK HW ASSOC, INC",TNCWS,150,P,GW,"BLAIRSVILLE, Union County, GA",31.686047221842472,-84.1919243631138,7,0,0,Low,yellow
GA2910062,BRYANT COVE,CWS,176,P,GW,"BLAIRSVILLE, Union County, GA",32.41603153358737,-84.80187927931954,27,0,6,Medium,orange
GA2910068,THE MOUNTAIN S/D,CWS,323,P,GW,"BLAIRSVILLE, Union County, GA",33.501000832090206,-82.56260579568767,38,0,6,Medium,orange
GA2910077,"RIVER`S EDGE RV PARK, HOA",TNCWS,304,P,GW,"BLAIRSVILLE, Union County, GA",33.27615241774069,-83.4147997607034,42,0,0,Low,yellow
GA2910082,CROCKETT RIDGE PARK CABINS HOA,NTNCWS,70,P,GW,"BLAIRSVILLE, Union County, GA",33.18812933366319,-82.95028903501833,9,0,0,Low,yellow
GA2910091,SUNSET VALLEY RV PARK,TNCWS,52,P,GW,"BLAIRSVILLE, Union County, GA",33.6010931343363,-82.38869453699041,2,0,0,Low,yellow
GA2910097,CHEYENNE MEADOWS,CWS,27,P,GW,"BLAIRSVILLE, Union County, GA",32.27099385823195,-84.89321851541865,4,0,0,Low,yellow
GA2910101,RIVER'S EDGE RV PARK PHASE II,TNCWS,304,P,GW,"BLAIRSVILLE, Union County, GA",33.4423580798889,-83.0740753562283,3,0,0,Low,yellow
GA2910103,WILDCAT LODGE & CAMPGROUND,TNCWS,60,P,GW,"SUCHES, Union County, GA",33.629955191502106,-82.96201174500519,7,0,0,Low,yellow
GA2910104,SMOKEY MOUNTAIN ESTATES SUBD,CWS,127,P,GW,"BLAIRSVILLE, Union County, GA",32.623892397982075,-82.74305455329068,3,0,0,Low,yellow
GA2930000,THOMASTON,CWS,12482,L,SW,"THOMASTON, Upson County, GA",33.567330266662054,-82.19612263355397,58,30,0,High,red
GA2930002,YATESVILLE,CWS,537,L,GW,"YATESVILLE, Upson County, GA",33.399637270462364,-83.29888706111224,26,0,0,Low,yellow
GA2930009,ARROWHEAD LAKE WATER ASSOC.,CWS,270,P,GW,"THOMASTON, Upson County, GA",32.766234077249905,-84.0241794633398,32,8,0,High,red
GA2930010,UPSON COUNTY,CWS,5243,L,SWP,"THOMASTON, Upson County, GA",33.40317872147242,-84.77975634981274,47,3,0,High,red
GA2930015,BUFFINGTON,CWS,170,P,GW,"THOMASTON, Upson County, GA",32.76729241023257,-84.33921876538058,20,0,0,Low,yellow
GA2930016,COUNTRY VILLAGE SUBDIVISION,CWS,486,P,GW,"THOMASTON, Upson County, GA",33.441338514658796,-82.69221348652607,27,5,0,High,red
GA2930017,GRACE NEAL & VESTAVIA SD,CWS,729,P,GW,"THOMASTON, Upson County, GA",33.48043610314209,-82.67472480600249,21,0,0,Low,yellow
GA2930027,CRESTSIDE GRILL,TNCWS,150,P,GW,"THOMASTON, Upson County, GA",32.8246721570645,-83.33399530296973,31,5,0,High,red
GA2930046,"SOUTHERN MILLS, INC.-PLANT RAY",NTNCWS,100,P,GW,"MOLENA, Upson County, GA",33.421714502544006,-82.00117879166811,22,0,1,Medium,orange
GA2930048,UPSON CO.-LINCOLN PARK WS,CWS,886,L,SWP,"THOMASTON, Upson County, GA",32.56804363659811,-82.10953212755881,49,3,0,High,red
GA2930050,LAWHORN CANOE TRAINING CENTER,TNCWS,25,P,GW,"GRIFFIN, Upson County, GA",33.48699888652161,-84.00510283841527,39,0,0,Low,yellow
GA2930051,CAMP THUNDER-LAWHORN BSA,TNCWS,38,P,GW,"GRIFFIN, Upson County, GA",32.266248978187,-84.12040854034126,110,41,0,High,red
GA2930053,PLEASANT VALLEY CAMPGROUND,TNCWS,50,P,GW,"THOMASTON, Upson County, GA",32.511758327391306,-81.98953687050044,18,6,0,High,red
GA2930054,STAGECOACH ESTATES,CWS,46,P,GW,"HARTWELL, Upson County, GA",32.026072752267126,-82.21330911918699,253,12,0,High,red
GA2930055,RIVERBEND RESTAURANT,TNCWS,200,P,GW,"MEANSVILLE, Upson County, GA",32.699685593995724,-83.55443440262407,3,0,0,Low,yellow
GA2930057,SMH LEGACY RANCH LLC,TNCWS,96,P,GW,"THOMASTON, Upson County, GA",32.110722797898,-81.97583363674315,0,0,0,Good,green
GA2950000,CHICKAMAUGA,CWS,5720,L,GW,"CHICKAMAUGA, Walker County, GA",33.15752478853241,-83.8699083586949,23,8,0,High,red
GA2950002,LAFAYETTE,CWS,18177,L,SWP,"LA FAYETTE, Walker County, GA",31.984617306646808,-84.8070769559922,7,1,0,High,red
GA2950003,WALKER COUNTY WATER AUTHORITY,CWS,36000,L,SW,"FLINTSTONE, Walker County, GA",32.730860267540024,-82.86512203179892,7,0,0,Low,yellow
GA2950014,WALKER CO. RURAL WATER AUTH.,CWS,3410,L,GW,"ROCK SPRING, Walker County, GA",31.80106546576084,-83.61288510831898,19,3,0,High,red
GA2950054,YATES BLEACHERY,NTNCWS,240,P,GW,"FLINTSTONE, Walker County, GA",33.13250194270701,-83.62968012179897,1,0,1,Medium,orange
GA2950056,WALKER COUNTY W&SA - ARMUCHEE VALLEY,CWS,620,L,SWP,"FLINTSTONE, Walker County, GA",33.32921372795898,-82.16252969542037,6,0,0,Low,yellow
GA2970000,JERSEY,CWS,435,L,GW,"JERSEY, Walton County, GA",33.24255656521172,-84.6572426693379,58,2,6,High,red
GA2970001,MONROE,CWS,23997,L,SW,"MONROE, Walton County, GA",33.448374746986474,-82.92916550214635,51,0,0,Low,yellow
GA2970002,SOCIAL CIRCLE,CWS,5470,L,SW,"SOCIAL CIRCLE, Walton County, GA",31.99158701114603,-83.28002961545872,35,12,0,High,red
GA2970008,WALTON CO. WATER & SEWER AUTH.,CWS,45230,L,SWP,"LOGANVILLE, Walton County, GA",33.602353597807905,-83.3780139446568,13,6,0,High,red
GA2970020,"HILLSIDE VILLAGE MHP, INC.",CWS,221,P,GW,"MONROE, Walton County, GA",33.44494724267536,-82.38949889792806,135,10,0,High,red
GA2970041,WILDWOOD ESTATES,CWS,46,P,GW,"WATKINSVILLE, Walton County, GA",32.43175801675758,-84.7749701655032,44,0,0,Low,yellow
GA2970046,RIVERMIST SUBDIVISION,CWS,94,P,GW,"ATHENS, Walton County, GA",33.9519,-83.3576,23,6,0,High,red
GA2970052,MOUNTAIN RIDGE SUBDIVISION,CWS,68,P,GW,"ATHENS, Walton County, GA",33.9519,-83.3576,13,2,0,High,red
GA2970054,CAMP LAKE CROSSING,CWS,54,P,GW,"ATHENS, Walton County, GA",33.9519,-83.3576,8,0,0,Low,yellow
GA2970055,BEARDEN ESTATES,CWS,54,P,GW,"ATHENS, Walton County, GA",33.9519,-83.3576,14,0,0,Low,yellow
GA2970057,CREEKSIDE AT RIVERSTONE,CWS,73,P,GW,"ATHENS, Walton County, GA",33.9519,-83.3576,0,0,0,Good,green
GA2990000,MANOR WATER ASSOCIATION,CWS,611,P,GW,"MANOR, Ware County, GA",32.768846619296454,-82.03233607743594,96,2,0,High,red
GA2990001,SATILLA REGIONAL WATER & SEWER AUTH.,CWS,10657,L,GW,"WAYCROSS, Ware County, GA",32.627778836457864,-83.54591864215526,14,0,1,Medium,orange
GA2990002,WAYCROSS,CWS,15987,L,GW,"WAYCROSS, Ware County, GA",33.245180758763006,-84.0207277642779,32,5,0,High,red
GA2990013,DNR-LAURA S. WALKER STATE PARK,TNCWS,200,S,GW,"STOCKBRIDGE, Ware County, GA",33.51190611559013,-82.7947718838644,15,0,0,Low,yellow
GA2990016,BAPTIST VILLAGE,CWS,308,P,GW,"WAYCROSS, Ware County, GA",33.63988219519943,-83.76878831771569,15,6,0,High,red
GA2990019,WAYCROSS-WARE COUNTY IND. PARK,CWS,1700,L,GW,"WAYCROSS, Ware County, GA",32.94234402145245,-82.71158207692183,56,0,2,Medium,orange
GA2990040,OKEFENOKEE SWAMP ASSOC. INC.,TNCWS,200,P,GW,"WAYCROSS, Ware County, GA",32.43568770584462,-83.68561502932567,22,0,1,Medium,orange
GA2990046,GA. LIONS CAMP FOR THE BLIND,TNCWS,33,P,GW,"WAYCROSS, Ware County, GA",32.7522307235641,-82.02907494897708,21,7,1,High,red
GA2990051,SATILLA REGIONAL WATER & SEWER AUTH-EAST,CWS,3654,L,GW,"WAYCROSS, Ware County, GA",32.94840716923768,-82.92029304602084,6,0,1,Medium,orange
GA2990052,DNR-L S WALKER SP GOLF COURSE,TNCWS,75,S,GW,"WAYCROSS, Ware County, GA",32.25048446629242,-84.32617533253023,19,0,0,Low,yellow
GA3010000,CAMAK,CWS,366,L,SWP,"CAMAK, Warren County, GA",33.43021448801982,-84.04251792963636,219,159,0,High,red
GA3010001,WARRENTON,CWS,2800,L,SW,"WARRENTON, Warren County, GA",32.137782136510545,-81.95598591487472,208,174,0,High,red
GA3010004,NORWOOD,CWS,239,L,GW,"NORWOOD, Warren County, GA",33.11382170355187,-82.60013813058704,108,67,0,High,red
GA3030000,DAVISBORO,CWS,1998,L,GW,"DAVISBORO, Washington County, GA",31.811979127258308,-84.49158393029087,35,3,0,High,red
GA3030001,DEEPSTEP,CWS,114,L,GW,"SANDERSVILLE, Washington County, GA",33.11172001220851,-83.31321276930659,0,0,0,Good,green
GA3030002,HARRISON,CWS,500,L,GW,"HARRISON, Washington County, GA",32.358457287060816,-82.96082639229141,41,0,0,Low,yellow
GA3030003,OCONEE,CWS,284,L,GW,"OCONEE, Washington County, GA",32.970804874670264,-83.06602278451628,51,3,0,High,red
GA3030004,RIDDLEVILLE,CWS,88,L,GW,"HARRISON, Washington County, GA",33.58039812733424,-83.76648973591448,54,0,0,Low,yellow
GA3030005,SANDERSVILLE,CWS,6045,L,GW,"SANDERSVILLE, Washington County, GA",32.13252260350859,-83.14243613833347,41,5,0,High,red
GA3030006,TENNILLE,CWS,2372,L,GW,"TENNILLE, Washington County, GA",32.42805888598712,-82.6297100013204,74,9,0,High,red
GA3030007,WARTHEN WATER ASSOCIATION,CWS,350,P,GW,"WARTHEN, Washington County, GA",32.5682561199631,-83.78723211954399,102,10,3,High,red
GA3030008,DNR-HAMBURG STATE PARK,TNCWS,87,S,GW,"STOCKBRIDGE, Washington County, GA",33.60745941606868,-82.06207728569595,20,0,0,Low,yellow
GA3030042,TWIN CITY COUNTRY CLUB,TNCWS,210,P,GW,"SANDERSVILLE, Washington County, GA",32.808768609504156,-84.54636283428343,56,7,0,High,red
GA3030043,WARTHEN RV PARK,TNCWS,41,P,GW,"WARTHEN, Washington County, GA",32.96978909686057,-82.30902983293286,13,0,0,Low,yellow
GA3030044,BROKEN SHACKLE RANCH,TNCWS,30,P,GW,"DAVISBORO, Washington County, GA",31.981257031448408,-83.75156277910824,10,0,1,Medium,orange
GA3050000,JESUP WATER SYSTEM,CWS,10200,L,GW,"JESUP, Wayne County, GA",32.34123090032925,-83.91575237196207,5,0,0,Low,yellow
GA3050001,ODUM,CWS,645,L,GW,"ODUM, Wayne County, GA",32.39552011850162,-82.03853786010782,4,0,0,Low,yellow
GA3050002,SCREVEN,CWS,840,L,GW,"SCREVEN, Wayne County, GA",31.982720296324167,-84.76042576276194,78,2,0,High,red
GA3050006,RAYONIER WATER SYSTEM,NTNCWS,800,P,GW,"JESUP, Wayne County, GA",32.37132481246507,-84.86721014811353,17,3,0,High,red
GA3050009,SPRING GROVE ACRES SUBDIVISION,CWS,242,P,GW,"SAVANNAH, Wayne County, GA",32.0835,-81.0998,17,3,0,High,red
GA3050010,WESTBERRY RENTALS,CWS,91,P,GW,"JESUP, Wayne County, GA",33.45951315676764,-83.25951871761185,95,10,1,High,red
GA3050013,RIVERSIDE ACRES MHP,CWS,263,P,GW,"SAVANNAH, Wayne County, GA",32.0835,-81.0998,12,0,0,Low,yellow
GA3050022,BENNETT ESTATES,CWS,52,P,GW,"JESUP, Wayne County, GA",32.282217377786786,-82.30000599106587,202,12,1,High,red
GA3050023,PONDEROSA VILLAGE MHP,CWS,49,P,GW,"JESUP, Wayne County, GA",33.09532338073,-83.99940049178184,62,20,4,High,red
GA3050039,JESUP HEALTH AND RDHAB,CWS,68,P,GW,"JESUP, Wayne County, GA",32.205701019716216,-84.00842660677363,46,0,1,Medium,orange
GA3050041,BON AIR APARTMENTS,CWS,31,P,GW,"JESUP, Wayne County, GA",33.482463148373284,-82.9490491667535,36,4,1,High,red
GA3050054,LAKE GRACE RECREATION AREA #1,TNCWS,25,L,GW,"SCREVEN, Wayne County, GA",33.02895979823322,-84.34938961877445,1,0,0,Low,yellow
GA3050055,PINE FOREST COUNTRY CLUB,TNCWS,75,P,GW,"JESUP, Wayne County, GA",33.612001954045,-83.42630227708631,26,6,0,High,red
GA3050056,JAYCEE FAIRGROUNDS & MARINA,TNCWS,175,L,GW,"SCREVEN, Wayne County, GA",32.81460638997945,-83.69148490051452,16,3,0,High,red
GA3050068,WAYNE COUNTY MAINTENANCE SHOPS,NTNCWS,60,L,GW,"SCREVEN, Wayne County, GA",32.70921980853384,-83.49110549040385,20,2,0,High,red
GA3050072,LAKE GRACE REC. AREA #2,TNCWS,25,L,GW,"SCREVEN, Wayne County, GA",32.16671524022976,-84.56428703202157,10,3,0,High,red
GA3050076,QUAIL RUN MOBILE HOME PARK,CWS,168,P,GW,"SAVANNAH, Wayne County, GA",32.0835,-81.0998,51,6,0,High,red
GA3050081,SEMINOLE WOODS,CWS,780,P,GW,"SAVANNAH, Wayne County, GA",32.0835,-81.0998,7,0,0,Low,yellow
GA3050086,ALTAMAHA ACRES,CWS,192,L,GW,"SAVANNAH, Wayne County, GA",32.0835,-81.0998,17,2,0,High,red
GA3050087,DILLON HILL SUBDIVISION,CWS,39,P,GW,"TOWNSEND, Wayne County, GA",32.74233039012155,-83.0948668638411,10,0,2,Medium,orange
GA3050088,SANDHILL SUBDIVISION,CWS,31,P,GW,"TOWNSEND, Wayne County, GA",31.95904564643389,-82.17852815739057,8,0,2,Medium,orange
GA3050093,RETREAT AT POST ROAD,CWS,87,P,GW,"SAVANNAH, Wayne County, GA",32.0835,-81.0998,0,0,0,Good,green
GA3050095,MAGNOLIA CREEK SUBDIVISION,CWS,68,P,GW,"STATESBORO, Wayne County, GA",33.10442102919499,-84.66495129837583,0,0,0,Good,green
GA3050096,WOODS EDGE,CWS,37,P,GW,"STATESBORO, Wayne County, GA",31.98959355611831,-84.14216915209845,0,0,0,Good,green
GA3050102,TIMBER RIDGE ESTATES,CWS,135,P,GW,"JESUP, Wayne County, GA",32.0835,-81.0998,0,0,0,Good,green
GA3070000,PRESTON,CWS,891,L,GW,"PRESTON, Webster County, GA",31.689455826727325,-83.34622856567783,48,0,0,Low,yellow
GA3070001,WESTON,CWS,102,L,GW,"WESTON, Webster County, GA",33.490574111898034,-83.02595379170445,109,18,2,High,red
GA3090000,ALAMO,CWS,3730,L,GW,"ALAMO, Wheeler County, GA",33.35074213044603,-82.92523323628863,72,44,0,High,red
GA3090001,GLENWOOD,CWS,1034,L,GW,"GLENWOOD, Wheeler County, GA",33.02540394039727,-82.86416150826909,58,28,1,High,red
GA3090002,DNR-LITTLE OCMULGEE STATE PARK,NTNCWS,1545,S,GW,"BUFORD, Wheeler County, GA",32.23375196436405,-84.79614995422273,7,0,0,Low,yellow
GA3110000,CLEVELAND WATERWORKS,CWS,5587,L,SWP,"CLEVELAND, White County, GA",33.30432310127504,-82.97361869092198,9,2,0,High,red
GA3110001,HELEN,CWS,1851,L,SWP,"HELEN, White County, GA",31.709415819135614,-83.00590221927008,36,3,0,High,red
GA3110005,SKYLAKE,CWS,1173,P,GW,"SAUTEE, White County, GA",32.68744933397003,-83.47044875621924,13,0,0,Low,yellow
GA3110008,DNR-UNICOI STATE PARK,NTNCWS,1588,S,GW,"HELEN, White County, GA",33.50693768803386,-82.27079393399403,16,0,0,Low,yellow
GA3110010,MT. YONAH SCENIC ESTATES,CWS,198,P,SWP,"SAUTEE, White County, GA",31.88634229104886,-83.73817577311178,46,19,0,High,red
GA3110012,PEACEFUL VALLEY,CWS,289,P,GW,"CLEVELAND, White County, GA",33.58005642141977,-82.25354621712547,17,1,0,High,red
GA3110014,WINDY ACRES SUBDIVISION,CWS,73,P,GW,"CLEVELAND, White County, GA",31.78454444446671,-82.71123672001058,51,0,5,Medium,orange
GA3110015,UNICOI SPRINGS CAMP RESORT,TNCWS,808,P,GW,"HELEN, White County, GA",32.98139987824266,-82.59373282929873,14,2,0,High,red
GA3110021,URJ CAMP COLEMAN,TNCWS,100,P,GW,"CLEVELAND, White County, GA",33.749,-84.388,37,0,0,Low,yellow
GA3110029,GEORGIA UNIT WBCCI,TNCWS,569,P,GW,"HELEN, White County, GA",33.05546796336941,-82.36892376264782,7,2,0,High,red
GA3110038,USFS-ANDREW COVE AREA,TNCWS,75,F,GW,"LAKEMONT, White County, GA",33.221592540189036,-81.94922198730897,66,26,0,High,red
GA3110039,USFS-ANNA RUBY FALLS REC.,TNCWS,550,F,GW,"LAKEMONT, White County, GA",32.38708132812026,-83.94960105143824,24,10,1,High,red
GA3110060,SWISS COLONY WATER SERVICE,CWS,153,P,GW,"CLEVELAND, White County, GA",32.37791573390387,-83.25748854308968,11,1,0,High,red
GA3110062,WILDWOOD ON PINK MOUNTAIN HOA,CWS,169,P,GW,"CLEVELAND, White County, GA",32.63988140681569,-83.30020335595329,39,4,0,High,red
GA3110067,BROOKSIDE CAMPGROUND,TNCWS,300,P,GW,"CLEVELAND, White County, GA",31.822247091975715,-82.48975111804879,39,16,0,High,red
GA3110069,TIMBERLANE,CWS,107,P,SWP,"CLEVELAND, White County, GA",32.69586081130489,-83.60814752532805,22,8,0,High,red
GA3110070,WHITE CREEK CHRISTIAN ACADEMY,NTNCWS,62,P,GW,"CLEVELAND, White County, GA",33.23097232687976,-82.04870138835798,13,4,0,High,red
